OrganizationFormalName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,CharacteristicName,MonitoringLocationIdentifier,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultMeasureValue,ResultMeasure.MeasureUnitCode,ResultSampleFractionText,ResultAnalyticalMethod.MethodName,MethodDescriptionText,ProviderName,siteTimes
USGS Wyoming Water Science Center,2009-05-01,09:00:00,MDT,pH,USGS-432748110515301,USGS,Unknown,8.1,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-05-01_break_USGS-432748110515301
USGS Wyoming Water Science Center,2009-06-18,10:50:00,MDT,temperature,USGS-433553110443601,Grab sample  (dip),Open-Mouth Bottle,10.4,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-06-18_break_USGS-433553110443601
USGS Wyoming Water Science Center,2009-06-18,10:50:00,MDT,pH,USGS-433553110443601,Grab sample  (dip),Open-Mouth Bottle,8.4,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-06-18_break_USGS-433553110443601
USGS Wyoming Water Science Center,2009-08-17,15:00:00,MDT,pH,USGS-433302110504701,Equal width increment (ewi),US DH-81,7.7,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-08-17_break_USGS-433302110504701
USGS Wyoming Water Science Center,2009-08-17,15:00:00,MDT,temperature,USGS-433302110504701,Equal width increment (ewi),US DH-81,13.2,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-08-17_break_USGS-433302110504701
USGS Wyoming Water Science Center,2009-08-18,18:00:00,MDT,pH,USGS-13016450,Equal width increment (ewi),US DH-81,8.5,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-08-18_break_USGS-13016450
USGS Wyoming Water Science Center,2009-08-18,18:00:00,MDT,temperature,USGS-13016450,Equal width increment (ewi),US DH-81,14.3,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-08-18_break_USGS-13016450
USGS Wyoming Water Science Center,2009-08-19,12:00:00,MDT,pH,USGS-432906110522601,Equal width increment (ewi),US DH-81,8.6,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-08-19_break_USGS-432906110522601
USGS Wyoming Water Science Center,2009-08-19,12:00:00,MDT,temperature,USGS-432906110522601,Equal width increment (ewi),US DH-81,12.2,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-08-19_break_USGS-432906110522601
USGS Wyoming Water Science Center,2009-08-19,18:00:00,MDT,pH,USGS-432748110515301,Equal width increment (ewi),US DH-81,9.0,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-08-19_break_USGS-432748110515301
USGS Wyoming Water Science Center,2009-08-19,18:00:00,MDT,temperature,USGS-432748110515301,Equal width increment (ewi),US DH-81,16.7,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-08-19_break_USGS-432748110515301
USGS Wyoming Water Science Center,2009-08-18,11:00:00,MDT,pH,USGS-433117110515101,Equal width increment (ewi),US DH-81,8.1,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-08-18_break_USGS-433117110515101
USGS Wyoming Water Science Center,2009-08-18,11:00:00,MDT,temperature,USGS-433117110515101,Equal width increment (ewi),US DH-81,11.3,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-08-18_break_USGS-433117110515101
USGS Wyoming Water Science Center,2009-08-17,12:30:00,MDT,temperature,USGS-433438110495901,USGS,Unknown,12.3,deg C,,,,NWIS,2009-08-17_break_USGS-433438110495901
USGS Wyoming Water Science Center,2009-08-17,12:30:00,MDT,pH,USGS-433438110495901,USGS,Unknown,7.9,std units,Total,,,NWIS,2009-08-17_break_USGS-433438110495901
USGS Wyoming Water Science Center,2009-10-21,11:15:00,MDT,pH,USGS-432906110522601,USGS,Unknown,8.7,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-10-21_break_USGS-432906110522601
USGS Wyoming Water Science Center,2009-10-21,11:15:00,MDT,temperature,USGS-432906110522601,USGS,Unknown,7.7,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-10-21_break_USGS-432906110522601
USGS Wyoming Water Science Center,2009-10-20,08:45:00,MDT,pH,USGS-432748110515301,USGS,Unknown,7.7,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-10-20_break_USGS-432748110515301
USGS Wyoming Water Science Center,2009-10-20,08:45:00,MDT,temperature,USGS-432748110515301,USGS,Unknown,7.6,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-10-20_break_USGS-432748110515301
USGS Wyoming Water Science Center,2009-10-21,09:00:00,MDT,pH,USGS-13016450,USGS,Unknown,8.0,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-10-21_break_USGS-13016450
USGS Wyoming Water Science Center,2009-10-21,09:00:00,MDT,temperature,USGS-13016450,USGS,Unknown,6.5,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-10-21_break_USGS-13016450
USGS Wyoming Water Science Center,2009-10-22,11:45:00,MDT,temperature,USGS-433438110495901,USGS,Unknown,10.9,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-10-22_break_USGS-433438110495901
USGS Wyoming Water Science Center,2009-10-22,11:45:00,MDT,pH,USGS-433438110495901,USGS,Unknown,7.9,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-10-22_break_USGS-433438110495901
USGS Wyoming Water Science Center,2009-10-22,09:30:00,MDT,pH,USGS-433302110504701,USGS,Unknown,7.8,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-10-22_break_USGS-433302110504701
USGS Wyoming Water Science Center,2009-10-22,09:30:00,MDT,temperature,USGS-433302110504701,USGS,Unknown,9.3,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-10-22_break_USGS-433302110504701
USGS Wyoming Water Science Center,2009-10-21,13:45:00,MDT,pH,USGS-433117110515101,USGS,Unknown,8.8,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-10-21_break_USGS-433117110515101
USGS Wyoming Water Science Center,2009-10-21,13:45:00,MDT,temperature,USGS-433117110515101,USGS,Unknown,11.1,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-10-21_break_USGS-433117110515101
USGS Wyoming Water Science Center,2011-10-20,09:30:00,MDT,temperature,USGS-432748110515301,USGS,Unknown,6.4,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-10-20_break_USGS-432748110515301
USGS Wyoming Water Science Center,2011-10-20,09:30:00,MDT,pH,USGS-432748110515301,USGS,Unknown,8.7,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-10-20_break_USGS-432748110515301
USGS Wyoming Water Science Center,2011-10-19,10:30:00,MDT,temperature,USGS-433302110504701,USGS,Unknown,9.5,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-10-19_break_USGS-433302110504701
USGS Wyoming Water Science Center,2011-10-19,10:30:00,MDT,pH,USGS-433302110504701,USGS,Unknown,7.5,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-10-19_break_USGS-433302110504701
USGS Wyoming Water Science Center,2011-10-19,14:30:00,MDT,temperature,USGS-433117110515101,USGS,Unknown,10.8,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-10-19_break_USGS-433117110515101
USGS Wyoming Water Science Center,2011-10-19,14:30:00,MDT,pH,USGS-433117110515101,USGS,Unknown,8.7,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-10-19_break_USGS-433117110515101
USGS Wyoming Water Science Center,2011-10-18,14:30:00,MDT,temperature,USGS-13016450,USGS,Unknown,10.7,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-10-18_break_USGS-13016450
USGS Wyoming Water Science Center,2011-10-18,14:30:00,MDT,pH,USGS-13016450,USGS,Unknown,9.1,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-10-18_break_USGS-13016450
USGS Wyoming Water Science Center,2011-10-17,19:15:00,MDT,temperature,USGS-433234110512601,USGS,Unknown,5.0,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-10-17_break_USGS-433234110512601
USGS Wyoming Water Science Center,2011-10-17,19:15:00,MDT,pH,USGS-433234110512601,USGS,Unknown,8.5,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-10-17_break_USGS-433234110512601
USGS Wyoming Water Science Center,2011-10-20,13:25:00,MDT,temperature,USGS-433247110491701,USGS,Unknown,7.5,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-10-20_break_USGS-433247110491701
USGS Wyoming Water Science Center,2011-10-20,13:25:00,MDT,pH,USGS-433247110491701,USGS,Unknown,8.9,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-10-20_break_USGS-433247110491701
USGS Wyoming Water Science Center,2011-10-18,10:15:00,MDT,temperature,USGS-432906110522601,USGS,Unknown,6.7,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-10-18_break_USGS-432906110522601
USGS Wyoming Water Science Center,2011-10-18,10:15:00,MDT,pH,USGS-432906110522601,USGS,Unknown,8.5,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-10-18_break_USGS-432906110522601
USGS Wyoming Water Science Center,2011-10-20,13:00:00,MDT,temperature,USGS-433421110474101,USGS,Unknown,8.0,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-10-20_break_USGS-433421110474101
USGS Wyoming Water Science Center,2011-10-20,13:00:00,MDT,pH,USGS-433421110474101,USGS,Unknown,8.9,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-10-20_break_USGS-433421110474101
USGS Wyoming Water Science Center,2011-10-17,14:30:00,MDT,temperature,USGS-433438110495901,USGS,Unknown,11.4,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-10-17_break_USGS-433438110495901
USGS Wyoming Water Science Center,2011-10-17,14:30:00,MDT,pH,USGS-433438110495901,USGS,Unknown,8.2,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-10-17_break_USGS-433438110495901
USGS Wyoming Water Science Center,2011-04-27,17:00:00,MDT,temperature,USGS-433234110512601,USGS,Unknown,3.7,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-04-27_break_USGS-433234110512601
USGS Wyoming Water Science Center,2011-04-27,17:00:00,MDT,pH,USGS-433234110512601,USGS,Unknown,8.5,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-04-27_break_USGS-433234110512601
USGS Wyoming Water Science Center,2011-04-27,09:45:00,MDT,temperature,USGS-13016450,USGS,Unknown,6.3,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-04-27_break_USGS-13016450
USGS Wyoming Water Science Center,2011-04-27,09:45:00,MDT,pH,USGS-13016450,USGS,Unknown,8.6,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-04-27_break_USGS-13016450
USGS Wyoming Water Science Center,2011-04-28,11:25:00,MDT,temperature,USGS-432748110515301,USGS,Unknown,6.4,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-04-28_break_USGS-432748110515301
USGS Wyoming Water Science Center,2011-04-28,11:25:00,MDT,pH,USGS-432748110515301,USGS,Unknown,8.3,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-04-28_break_USGS-432748110515301
USGS Wyoming Water Science Center,2011-04-27,15:30:00,MDT,temperature,USGS-432906110522601,USGS,Unknown,10.2,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-04-27_break_USGS-432906110522601
USGS Wyoming Water Science Center,2011-04-27,15:30:00,MDT,pH,USGS-432906110522601,USGS,Unknown,8.5,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-04-27_break_USGS-432906110522601
USGS Wyoming Water Science Center,2011-04-28,18:00:00,MDT,temperature,USGS-433421110474101,USGS,Unknown,6.1,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-04-28_break_USGS-433421110474101
USGS Wyoming Water Science Center,2011-04-28,18:00:00,MDT,pH,USGS-433421110474101,USGS,Unknown,7.9,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-04-28_break_USGS-433421110474101
USGS Wyoming Water Science Center,2011-04-25,12:55:00,MDT,temperature,USGS-433438110495901,USGS,Unknown,7.5,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-04-25_break_USGS-433438110495901
USGS Wyoming Water Science Center,2011-04-25,12:55:00,MDT,pH,USGS-433438110495901,USGS,Unknown,7.6,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-04-25_break_USGS-433438110495901
USGS Wyoming Water Science Center,2011-04-25,14:35:00,MDT,temperature,USGS-433247110491701,USGS,Unknown,11.6,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-04-25_break_USGS-433247110491701
USGS Wyoming Water Science Center,2011-04-25,14:35:00,MDT,pH,USGS-433247110491701,USGS,Unknown,9.0,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-04-25_break_USGS-433247110491701
USGS Wyoming Water Science Center,2011-04-26,16:15:00,MDT,temperature,USGS-433117110515101,USGS,Unknown,8.9,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-04-26_break_USGS-433117110515101
USGS Wyoming Water Science Center,2011-04-26,16:15:00,MDT,pH,USGS-433117110515101,USGS,Unknown,8.5,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-04-26_break_USGS-433117110515101
USGS Wyoming Water Science Center,2011-04-26,11:30:00,MDT,temperature,USGS-433302110504701,USGS,Unknown,8.4,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-04-26_break_USGS-433302110504701
USGS Wyoming Water Science Center,2011-04-26,11:30:00,MDT,pH,USGS-433302110504701,USGS,Unknown,8.2,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2011-04-26_break_USGS-433302110504701
USGS Wyoming Water Science Center,2011-06-08,18:40:00,MDT,temperature,USGS-433553110443601,Multiple verticals,US DH-81 with Teflon cap and nozzle,10.5,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2011-06-08_break_USGS-433553110443601
National Park Service Water Resources Division,2016-09-07,08:00:00,MDT,pH,11NPSWRD_WQX-GRTE_SNR02,,,8.04,None,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2016-09-07_break_11NPSWRD_WQX-GRTE_SNR02
National Park Service Water Resources Division,2016-09-07,08:00:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR02,,,12.937000000000001,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2016-09-07_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2016-08-16,10:16:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,39.5,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2016-08-16_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2016-08-16,10:16:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.1,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2016-08-16_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2016-06-21,10:21:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.83,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2016-06-21_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2016-07-19,12:00:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.69,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2016-07-19_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2016-07-19,12:00:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,9.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2016-07-19_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2016-06-21,10:08:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,17.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2016-06-21_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2016-07-19,10:39:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.11,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2016-07-19_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2016-05-24,11:00:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,8.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2016-05-24_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2016-10-04,11:45:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,25.0,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2016-10-04_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2016-07-19,10:33:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,19.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2016-07-19_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2016-08-16,10:58:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,9.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2016-08-16_break_1119USBR_WQX-JAC001
National Park Service Water Resources Division,2016-04-12,13:20:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,0.21,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2016-04-12_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2016-05-24,10:48:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.19,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2016-05-24_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2016-05-12,09:15:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,14.0,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2016-05-12_break_11NPSWRD_WQX-GRTE_SNR01
National Park Service Water Resources Division,2016-06-08,12:25:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR01,,,10.307,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2016-06-08_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2016-06-21,10:11:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.9,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2016-06-21_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2016-06-21,10:18:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.84,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2016-06-21_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2016-08-16,11:04:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,7.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2016-08-16_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2016-07-26,12:00:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,7.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2016-07-26_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2016-06-21,10:23:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.78,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2016-06-21_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2017-08-09,12:41:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.68,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-08-09_break_1119USBR_WQX-PAL008
